year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,paint_color,price
2007.0,4.0,559.0,0.0,0.0,1.0,162043.0,1.0,2.0,0.0,5.0,8995
2014.0,4.0,572.0,0.0,0.0,1.0,142967.0,1.0,2.0,0.0,5.0,14995
2011.0,4.0,171.0,0.0,0.0,1.0,232420.0,1.0,2.0,3.0,5.0,12995
2007.0,4.0,559.0,0.0,0.0,1.0,182174.0,1.0,2.0,0.0,5.0,7995
2011.0,4.0,573.0,0.0,0.0,1.0,40684.0,1.0,2.0,0.0,3.0,15995
2019.0,4.0,358.0,0.0,0.0,1.0,60025.0,1.0,2.0,3.0,5.0,36995
2012.0,4.0,171.0,0.0,0.0,1.0,55598.0,1.0,2.0,0.0,5.0,21995
2007.0,4.0,415.0,0.0,0.0,1.0,35560.0,1.0,2.0,0.0,8.0,12995
2008.0,4.0,415.0,0.0,0.0,1.0,47887.0,1.0,2.0,0.0,8.0,12500
2006.0,1.0,68.0,0.0,0.0,1.0,48026.0,1.0,2.0,0.0,2.0,23995
2012.0,1.0,574.0,0.0,0.0,1.0,11770.0,1.0,2.0,0.0,5.0,17995
2012.0,1.0,575.0,0.0,0.0,1.0,103421.0,1.0,2.0,0.0,10.0,13995
2017.0,1.0,576.0,0.0,0.0,1.0,58215.0,1.0,2.0,0.0,5.0,17995
2015.0,1.0,577.0,0.0,0.0,1.0,122435.0,1.0,2.0,0.0,5.0,28995
2016.0,1.0,92.0,0.0,0.0,1.0,144602.0,1.0,2.0,0.0,5.0,16995
2017.0,1.0,77.0,0.0,0.0,1.0,146545.0,1.0,2.0,0.0,5.0,25995
2014.0,1.0,578.0,0.0,0.0,1.0,72946.0,1.0,2.0,0.0,4.0,13995
2018.0,1.0,338.0,0.0,0.0,1.0,105826.0,1.0,2.0,3.0,6.0,31995
2017.0,1.0,367.0,2.0,0.0,1.0,104857.0,1.0,2.0,3.0,5.0,33995
2015.0,1.0,579.0,0.0,0.0,1.0,82865.0,1.0,2.0,3.0,0.0,22995
2001.0,1.0,338.0,0.0,1.0,1.0,245330.0,1.0,2.0,1.0,6.0,3995
2014.0,4.0,580.0,0.0,0.0,1.0,82687.0,1.0,2.0,0.0,5.0,13995
2002.0,21.0,105.0,0.0,1.0,1.0,144083.0,1.0,2.0,1.0,0.0,3400
2015.0,4.0,15.0,0.0,3.0,1.0,71211.0,1.0,1.0,1.0,2.0,22897
2014.0,13.0,266.0,0.0,3.0,1.0,222435.0,1.0,1.0,2.0,0.0,12897
2011.0,4.0,175.0,2.0,2.0,1.0,76150.0,1.0,2.0,2.0,1.0,7000
2011.0,2.0,2.0,0.0,2.0,1.0,164043.0,1.0,2.0,2.0,1.0,4300
2016.0,5.0,85.0,0.0,1.0,1.0,115395.0,1.0,2.0,3.0,3.0,32500
2014.0,12.0,159.0,1.0,1.0,3.0,40021.0,1.0,1.0,1.0,0.0,40990
2019.0,5.0,585.0,1.0,0.0,1.0,10169.0,1.0,1.0,2.0,2.0,18990
2015.0,19.0,586.0,1.0,0.0,2.0,41015.0,1.0,2.0,2.0,3.0,14990
2011.0,3.0,587.0,2.0,1.0,1.0,40500.0,1.0,2.0,1.0,5.0,25000
2018.0,4.0,318.0,1.0,0.0,1.0,15283.0,1.0,2.0,2.0,6.0,13990
2010.0,10.0,90.0,1.0,3.0,1.0,74216.0,1.0,1.0,1.0,1.0,14590
2019.0,18.0,106.0,0.0,0.0,1.0,2754.0,1.0,2.0,2.0,4.0,28500
2017.0,18.0,162.0,0.0,0.0,1.0,23762.0,1.0,2.0,2.0,5.0,19988
2019.0,18.0,162.0,0.0,0.0,1.0,3236.0,1.0,2.0,2.0,1.0,27588
2017.0,1.0,576.0,0.0,0.0,1.0,42760.0,1.0,2.0,1.0,5.0,21977
2003.0,22.0,588.0,0.0,0.0,1.0,238757.0,1.0,3.0,2.0,0.0,1977
2017.0,10.0,589.0,1.0,3.0,1.0,38119.0,1.0,1.0,2.0,0.0,31990
1976.0,1.0,68.0,1.0,1.0,1.0,44000.0,1.0,2.0,1.0,2.0,15500
1974.0,0.0,590.0,1.0,2.0,1.0,68000.0,1.0,3.0,1.0,2.0,5000
2017.0,5.0,451.0,0.0,3.0,1.0,34268.0,1.0,2.0,2.0,2.0,36900
2017.0,5.0,451.0,0.0,3.0,1.0,18588.0,1.0,2.0,2.0,5.0,36900
2019.0,9.0,27.0,0.0,3.0,1.0,22194.0,1.0,2.0,2.0,1.0,34900
2008.0,1.0,92.0,0.0,1.0,1.0,224000.0,1.0,2.0,1.0,0.0,8500
2014.0,8.0,135.0,0.0,2.0,1.0,87972.0,1.0,2.0,2.0,6.0,12500
2019.0,5.0,451.0,0.0,3.0,1.0,30320.0,1.0,2.0,2.0,5.0,38900
2018.0,9.0,27.0,0.0,3.0,1.0,46000.0,1.0,2.0,2.0,3.0,29900
2005.0,9.0,592.0,2.0,1.0,1.0,155900.0,1.0,2.0,1.0,3.0,3999
2007.0,18.0,63.0,0.0,3.0,1.0,162876.0,1.0,2.0,2.0,3.0,3700
2005.0,5.0,47.0,0.0,2.0,1.0,193390.0,1.0,2.0,2.0,5.0,3250
2015.0,1.0,338.0,1.0,1.0,1.0,112451.0,1.0,2.0,1.0,5.0,33900
2017.0,4.0,20.0,1.0,1.0,1.0,43755.0,1.0,2.0,1.0,2.0,30250
2011.0,9.0,142.0,0.0,2.0,1.0,175067.0,1.0,2.0,2.0,4.0,3950
2011.0,18.0,594.0,2.0,1.0,1.0,164000.0,1.0,2.0,1.0,5.0,7900
2013.0,18.0,106.0,1.0,2.0,1.0,166000.0,5.0,2.0,2.0,2.0,4000
2004.0,21.0,209.0,0.0,1.0,1.0,187863.0,1.0,2.0,1.0,5.0,5800
2018.0,4.0,210.0,0.0,1.0,2.0,101856.0,1.0,2.0,3.0,5.0,38800
2012.0,4.0,211.0,0.0,4.0,1.0,228441.0,1.0,2.0,3.0,5.0,19900
2017.0,4.0,206.0,0.0,1.0,1.0,115876.0,1.0,2.0,3.0,5.0,26800
2004.0,12.0,130.0,0.0,3.0,1.0,144850.0,1.0,2.0,1.0,5.0,4450
2017.0,7.0,242.0,0.0,1.0,1.0,126924.0,1.0,2.0,3.0,5.0,28800
2017.0,4.0,82.0,0.0,1.0,1.0,175518.0,1.0,2.0,3.0,2.0,20900
2017.0,7.0,212.0,0.0,1.0,1.0,153593.0,1.0,2.0,3.0,5.0,18800
2012.0,4.0,213.0,0.0,1.0,1.0,190829.0,1.0,2.0,3.0,5.0,11800
2012.0,1.0,186.0,0.0,1.0,1.0,230262.0,1.0,2.0,1.0,3.0,10900
2007.0,15.0,140.0,1.0,1.0,1.0,198000.0,1.0,2.0,3.0,5.0,5500
2004.0,3.0,595.0,1.0,0.0,1.0,47000.0,1.0,2.0,0.0,1.0,9000
1966.0,30.0,596.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,27950
2016.0,4.0,597.0,0.0,0.0,1.0,38227.0,1.0,2.0,0.0,0.0,1400
2005.0,1.0,483.0,0.0,3.0,1.0,140248.0,1.0,2.0,0.0,0.0,4500
2012.0,7.0,371.0,1.0,1.0,1.0,11988.0,1.0,1.0,3.0,0.0,26990
2016.0,1.0,599.0,1.0,0.0,1.0,16539.0,1.0,1.0,2.0,2.0,12990
2011.0,4.0,55.0,1.0,3.0,3.0,85662.0,1.0,1.0,0.0,6.0,14990
2010.0,10.0,600.0,2.0,2.0,1.0,143704.0,1.0,2.0,2.0,5.0,8950
2015.0,11.0,525.0,0.0,3.0,1.0,77696.0,1.0,2.0,1.0,5.0,26900
2006.0,28.0,265.0,0.0,3.0,1.0,276000.0,1.0,2.0,0.0,5.0,1000
2020.0,5.0,93.0,0.0,0.0,1.0,13638.0,1.0,2.0,2.0,4.0,19909
2019.0,5.0,601.0,0.0,0.0,1.0,22091.0,1.0,2.0,2.0,5.0,17995
2016.0,5.0,47.0,0.0,0.0,1.0,40512.0,1.0,2.0,2.0,1.0,17862
2013.0,4.0,602.0,2.0,3.0,1.0,31000.0,1.0,2.0,1.0,2.0,14500
2005.0,0.0,603.0,1.0,0.0,2.0,199500.0,1.0,2.0,0.0,5.0,13000
2014.0,13.0,369.0,1.0,1.0,1.0,42996.0,1.0,1.0,3.0,2.0,28990
2016.0,1.0,338.0,0.0,0.0,1.0,93374.0,1.0,2.0,0.0,2.0,30977
2013.0,18.0,97.0,1.0,3.0,1.0,60428.0,1.0,2.0,1.0,0.0,18990
2015.0,1.0,186.0,0.0,0.0,1.0,100124.0,1.0,2.0,3.0,4.0,30777
2019.0,5.0,604.0,1.0,1.0,1.0,13045.0,1.0,1.0,0.0,2.0,36990
2011.0,5.0,605.0,2.0,3.0,1.0,130560.0,1.0,2.0,0.0,6.0,11500
2008.0,16.0,606.0,2.0,0.0,1.0,98450.0,1.0,2.0,0.0,5.0,7500
2016.0,10.0,607.0,0.0,3.0,1.0,48900.0,1.0,2.0,0.0,4.0,25500
2011.0,18.0,609.0,2.0,2.0,1.0,89828.0,1.0,2.0,2.0,3.0,9811
2010.0,4.0,33.0,0.0,2.0,1.0,111496.0,1.0,2.0,2.0,2.0,4500
2016.0,7.0,242.0,2.0,1.0,1.0,52738.0,1.0,2.0,3.0,5.0,32900
2002.0,4.0,610.0,2.0,1.0,1.0,112000.0,1.0,3.0,1.0,6.0,7500
2007.0,5.0,47.0,0.0,2.0,1.0,259456.0,1.0,2.0,2.0,8.0,4150
2009.0,5.0,614.0,3.0,2.0,1.0,130000.0,1.0,2.0,2.0,10.0,7990
2014.0,4.0,197.0,2.0,0.0,1.0,56000.0,1.0,2.0,0.0,4.0,12500
2017.0,6.0,231.0,0.0,3.0,1.0,74821.0,1.0,2.0,1.0,6.0,24800
2005.0,28.0,429.0,0.0,3.0,1.0,296595.0,1.0,2.0,0.0,3.0,2995
2018.0,28.0,616.0,1.0,3.0,1.0,21115.0,1.0,2.0,2.0,4.0,29900
2017.0,5.0,244.0,1.0,2.0,1.0,87350.0,1.0,2.0,2.0,1.0,15900
2015.0,12.0,430.0,1.0,1.0,1.0,107000.0,1.0,2.0,3.0,4.0,35450
2010.0,2.0,2.0,3.0,0.0,1.0,200000.0,1.0,2.0,0.0,4.0,5000
2019.0,5.0,451.0,0.0,0.0,1.0,45127.0,1.0,2.0,2.0,0.0,29744
2019.0,18.0,162.0,0.0,0.0,1.0,33697.0,1.0,2.0,2.0,5.0,18988
2019.0,18.0,154.0,0.0,0.0,1.0,12357.0,1.0,2.0,1.0,5.0,28487
2005.0,1.0,208.0,0.0,3.0,1.0,174054.0,1.0,2.0,2.0,6.0,3850
2005.0,26.0,191.0,2.0,3.0,1.0,159155.0,1.0,2.0,0.0,0.0,4950
2010.0,9.0,103.0,3.0,3.0,1.0,160592.0,1.0,2.0,0.0,3.0,3950
2016.0,4.0,352.0,2.0,3.0,1.0,103564.0,1.0,2.0,1.0,5.0,20900
2016.0,4.0,352.0,2.0,3.0,1.0,113121.0,1.0,2.0,1.0,5.0,18300
2015.0,4.0,352.0,2.0,3.0,1.0,81941.0,1.0,2.0,1.0,5.0,18900
2019.0,4.0,352.0,3.0,3.0,1.0,22907.0,1.0,2.0,1.0,5.0,27900
2019.0,1.0,92.0,3.0,1.0,1.0,16214.0,1.0,2.0,1.0,5.0,28900
2018.0,4.0,352.0,3.0,3.0,1.0,20410.0,1.0,2.0,1.0,5.0,25200
2016.0,4.0,352.0,2.0,3.0,1.0,118046.0,1.0,2.0,1.0,5.0,17900
2019.0,4.0,352.0,3.0,3.0,1.0,21825.0,1.0,2.0,1.0,5.0,27900
2017.0,15.0,619.0,0.0,1.0,1.0,61352.0,1.0,2.0,1.0,3.0,36990
2016.0,4.0,352.0,2.0,3.0,1.0,112704.0,1.0,2.0,1.0,5.0,18900
2014.0,8.0,620.0,1.0,0.0,1.0,38224.0,1.0,1.0,2.0,1.0,19990
2019.0,7.0,242.0,3.0,3.0,2.0,2000.0,1.0,2.0,3.0,4.0,66900
2009.0,5.0,47.0,2.0,2.0,1.0,197129.0,1.0,2.0,2.0,3.0,6499
2004.0,4.0,463.0,1.0,3.0,1.0,154000.0,1.0,2.0,1.0,4.0,4500
2015.0,5.0,621.0,1.0,3.0,1.0,35097.0,1.0,2.0,3.0,2.0,31990
2015.0,19.0,622.0,1.0,0.0,1.0,4594.0,1.0,2.0,2.0,5.0,21990
2014.0,5.0,623.0,1.0,3.0,1.0,61938.0,1.0,1.0,3.0,5.0,29990
2004.0,2.0,2.0,0.0,0.0,1.0,127131.0,1.0,2.0,2.0,4.0,4177
2000.0,8.0,361.0,0.0,0.0,1.0,129865.0,1.0,2.0,2.0,8.0,4477
2013.0,4.0,73.0,1.0,2.0,1.0,174000.0,1.0,2.0,0.0,6.0,3900
2008.0,25.0,205.0,2.0,0.0,1.0,160000.0,1.0,2.0,0.0,4.0,6000
2017.0,1.0,387.0,1.0,3.0,3.0,17753.0,1.0,2.0,3.0,2.0,28990
2019.0,6.0,392.0,1.0,3.0,1.0,16212.0,1.0,1.0,0.0,5.0,26990
2016.0,11.0,626.0,0.0,2.0,1.0,89157.0,1.0,2.0,1.0,6.0,18500
2004.0,6.0,628.0,1.0,3.0,1.0,169650.0,1.0,3.0,3.0,1.0,8900
2004.0,9.0,444.0,0.0,1.0,1.0,230000.0,1.0,2.0,1.0,1.0,3950
2017.0,5.0,629.0,2.0,3.0,1.0,34600.0,1.0,2.0,1.0,3.0,27900
2000.0,13.0,613.0,1.0,0.0,1.0,170000.0,1.0,2.0,3.0,4.0,6850
2005.0,4.0,262.0,0.0,3.0,1.0,226797.0,1.0,2.0,2.0,5.0,2999
2008.0,23.0,630.0,0.0,3.0,1.0,160536.0,0.0,2.0,3.0,3.0,6990
2009.0,4.0,379.0,0.0,3.0,1.0,170235.0,0.0,3.0,1.0,0.0,6350
1992.0,30.0,631.0,1.0,1.0,1.0,121402.0,1.0,2.0,1.0,1.0,11500
2006.0,30.0,632.0,5.0,7.0,1.0,167000.0,6.0,2.0,2.0,3.0,949
2014.0,4.0,322.0,0.0,2.0,1.0,177177.0,0.0,2.0,2.0,5.0,7970
2007.0,4.0,73.0,0.0,2.0,1.0,210196.0,1.0,2.0,2.0,0.0,1999
2015.0,4.0,633.0,3.0,3.0,1.0,102345.0,1.0,2.0,2.0,5.0,10490
2011.0,9.0,27.0,0.0,3.0,1.0,149424.0,0.0,3.0,1.0,6.0,5970
2014.0,20.0,634.0,2.0,3.0,1.0,105614.0,1.0,2.0,2.0,5.0,11350
2008.0,18.0,162.0,0.0,2.0,1.0,187674.0,0.0,2.0,1.0,3.0,4970
2019.0,7.0,635.0,1.0,3.0,1.0,9936.0,1.0,2.0,0.0,4.0,28590
2017.0,19.0,432.0,1.0,0.0,1.0,16877.0,1.0,1.0,2.0,5.0,22990
2008.0,12.0,130.0,0.0,3.0,1.0,189294.0,0.0,2.0,1.0,5.0,5970
1998.0,5.0,308.0,0.0,3.0,1.0,222076.0,1.0,2.0,3.0,5.0,3950
2011.0,2.0,550.0,0.0,2.0,1.0,175449.0,0.0,3.0,1.0,1.0,5970
2016.0,1.0,636.0,3.0,1.0,1.0,12874.0,1.0,3.0,1.0,2.0,46900
2005.0,15.0,140.0,0.0,1.0,1.0,158897.0,0.0,2.0,1.0,4.0,6490
2007.0,0.0,637.0,2.0,2.0,1.0,147000.0,1.0,2.0,0.0,0.0,2950
2012.0,0.0,638.0,1.0,2.0,1.0,160421.0,1.0,2.0,2.0,4.0,4000
2020.0,9.0,441.0,1.0,1.0,1.0,1719.0,1.0,3.0,1.0,2.0,39990
2012.0,27.0,16.0,0.0,2.0,1.0,116038.0,0.0,3.0,2.0,2.0,5480
2017.0,1.0,640.0,1.0,0.0,1.0,7240.0,1.0,1.0,1.0,3.0,24590
2016.0,23.0,157.0,1.0,0.0,1.0,37913.0,1.0,1.0,2.0,4.0,19990
2019.0,4.0,158.0,1.0,0.0,1.0,14751.0,1.0,1.0,0.0,2.0,27990
1997.0,6.0,75.0,2.0,3.0,1.0,161000.0,1.0,3.0,3.0,5.0,8750
2009.0,1.0,248.0,0.0,3.0,0.0,207241.0,1.0,2.0,2.0,5.0,3550
2011.0,8.0,534.0,0.0,2.0,1.0,119913.0,0.0,2.0,2.0,4.0,6980
2017.0,6.0,231.0,2.0,3.0,1.0,75252.0,2.0,2.0,1.0,6.0,23999
2013.0,11.0,641.0,2.0,3.0,1.0,51478.0,1.0,2.0,1.0,4.0,25950
2016.0,4.0,379.0,0.0,3.0,1.0,60721.0,1.0,2.0,0.0,4.0,21775
2007.0,4.0,20.0,1.0,1.0,1.0,164000.0,1.0,2.0,1.0,6.0,8500
2019.0,18.0,132.0,0.0,0.0,1.0,12928.0,1.0,2.0,2.0,2.0,24988
2019.0,5.0,47.0,0.0,0.0,1.0,32993.0,1.0,2.0,2.0,0.0,23340
2017.0,18.0,643.0,0.0,0.0,1.0,86858.0,1.0,2.0,1.0,0.0,24988
2007.0,22.0,644.0,0.0,0.0,1.0,130827.0,1.0,2.0,1.0,5.0,5977
2010.0,0.0,645.0,0.0,0.0,1.0,172052.0,1.0,2.0,0.0,5.0,15777
2017.0,5.0,342.0,3.0,3.0,1.0,70065.0,1.0,2.0,3.0,4.0,35000
2008.0,2.0,2.0,0.0,2.0,1.0,116916.0,1.0,2.0,2.0,1.0,4475
2015.0,17.0,339.0,2.0,2.0,1.0,121000.0,1.0,3.0,2.0,4.0,7700
2004.0,12.0,130.0,0.0,3.0,1.0,140464.0,1.0,2.0,1.0,5.0,4500
2003.0,1.0,647.0,1.0,3.0,1.0,332000.0,1.0,2.0,2.0,9.0,1250
2003.0,23.0,648.0,0.0,3.0,1.0,173177.0,5.0,2.0,2.0,1.0,2600
1999.0,7.0,649.0,1.0,3.0,2.0,254000.0,1.0,2.0,3.0,4.0,14750
2013.0,9.0,30.0,0.0,3.0,1.0,152370.0,0.0,2.0,0.0,5.0,6980
2012.0,1.0,248.0,0.0,3.0,1.0,139639.0,1.0,2.0,2.0,0.0,4500
2011.0,9.0,30.0,0.0,3.0,1.0,128429.0,0.0,3.0,1.0,5.0,6980
2001.0,9.0,650.0,0.0,3.0,1.0,213000.0,1.0,2.0,3.0,2.0,1350
2013.0,9.0,94.0,0.0,3.0,1.0,171869.0,0.0,2.0,1.0,3.0,7980
2004.0,6.0,231.0,0.0,1.0,1.0,221551.0,1.0,2.0,1.0,5.0,3550
2012.0,1.0,237.0,0.0,3.0,1.0,92012.0,0.0,3.0,1.0,7.0,10980
2013.0,4.0,73.0,2.0,2.0,1.0,135000.0,1.0,2.0,2.0,4.0,5600
1967.0,33.0,652.0,2.0,1.0,1.0,98000.0,1.0,2.0,1.0,2.0,19975
2009.0,11.0,188.0,4.0,3.0,1.0,125000.0,1.0,2.0,0.0,4.0,5000
2011.0,4.0,33.0,0.0,3.0,1.0,162391.0,0.0,2.0,2.0,4.0,5270
2002.0,13.0,653.0,1.0,3.0,2.0,91400.0,1.0,2.0,3.0,10.0,6990
2014.0,4.0,654.0,1.0,1.0,1.0,66376.0,1.0,2.0,1.0,5.0,31990
2014.0,1.0,114.0,1.0,0.0,1.0,64769.0,1.0,1.0,0.0,5.0,23990
2006.0,1.0,119.0,1.0,1.0,1.0,128887.0,1.0,2.0,1.0,5.0,19990
2006.0,1.0,655.0,1.0,1.0,1.0,84851.0,1.0,2.0,3.0,5.0,15990
2016.0,4.0,107.0,1.0,1.0,2.0,161669.0,1.0,2.0,3.0,5.0,35990
2006.0,1.0,655.0,1.0,1.0,1.0,95269.0,1.0,2.0,3.0,5.0,13490
2012.0,0.0,120.0,1.0,1.0,1.0,106818.0,1.0,2.0,1.0,5.0,18990
2013.0,1.0,119.0,1.0,1.0,2.0,174774.0,1.0,2.0,1.0,5.0,17490
2006.0,1.0,122.0,1.0,1.0,1.0,116501.0,1.0,2.0,1.0,5.0,24990
2011.0,18.0,656.0,1.0,3.0,2.0,77065.0,1.0,2.0,1.0,5.0,24990
2008.0,4.0,475.0,1.0,1.0,1.0,107244.0,1.0,2.0,1.0,5.0,24990
2008.0,4.0,475.0,1.0,1.0,1.0,107667.0,1.0,2.0,1.0,5.0,25990
2014.0,0.0,115.0,1.0,1.0,1.0,78977.0,1.0,2.0,1.0,5.0,27990
2014.0,0.0,657.0,1.0,1.0,2.0,83176.0,1.0,2.0,1.0,5.0,36990
2014.0,4.0,107.0,1.0,1.0,2.0,136250.0,1.0,2.0,3.0,5.0,33990
2009.0,1.0,658.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,15990
2015.0,0.0,115.0,1.0,2.0,2.0,40824.0,1.0,2.0,1.0,5.0,28990
2015.0,0.0,115.0,1.0,2.0,2.0,102863.0,1.0,2.0,1.0,5.0,26990
2012.0,4.0,659.0,1.0,1.0,2.0,121952.0,1.0,2.0,1.0,5.0,30990
2008.0,20.0,167.0,0.0,2.0,1.0,115124.0,1.0,2.0,2.0,3.0,3650
2010.0,4.0,20.0,0.0,1.0,1.0,205512.0,0.0,2.0,1.0,5.0,9980
2013.0,2.0,141.0,0.0,2.0,1.0,120981.0,0.0,2.0,2.0,3.0,7980
2006.0,3.0,661.0,1.0,3.0,1.0,221733.0,1.0,2.0,1.0,8.0,2950
2008.0,9.0,662.0,0.0,2.0,1.0,127083.0,1.0,2.0,2.0,4.0,4200
2012.0,18.0,63.0,0.0,3.0,1.0,131255.0,0.0,2.0,2.0,4.0,7980
2015.0,6.0,663.0,1.0,3.0,1.0,47748.0,1.0,1.0,3.0,5.0,25990
2012.0,19.0,454.0,1.0,0.0,1.0,58282.0,1.0,2.0,2.0,4.0,12590
2015.0,16.0,194.0,1.0,0.0,1.0,19292.0,1.0,1.0,1.0,3.0,18990
2016.0,7.0,664.0,1.0,1.0,1.0,18848.0,1.0,1.0,3.0,6.0,39990
2013.0,3.0,26.0,1.0,1.0,1.0,79918.0,1.0,1.0,1.0,5.0,27590
2012.0,3.0,666.0,0.0,3.0,2.0,151651.0,1.0,1.0,3.0,4.0,14500
2010.0,21.0,295.0,0.0,3.0,1.0,117976.0,1.0,1.0,2.0,4.0,12897
2004.0,1.0,667.0,1.0,1.0,1.0,242597.0,1.0,2.0,1.0,4.0,10900
2014.0,9.0,27.0,0.0,3.0,1.0,122134.0,1.0,2.0,2.0,5.0,15900
2009.0,1.0,248.0,1.0,3.0,1.0,140000.0,1.0,2.0,0.0,0.0,2700
2010.0,5.0,47.0,0.0,2.0,1.0,152408.0,0.0,2.0,2.0,4.0,7280
2007.0,1.0,248.0,0.0,3.0,0.0,156146.0,1.0,2.0,2.0,6.0,4200
2008.0,13.0,669.0,0.0,1.0,0.0,217228.0,0.0,2.0,3.0,4.0,7980
2012.0,19.0,670.0,0.0,2.0,2.0,66040.0,1.0,2.0,2.0,3.0,11895
2013.0,5.0,672.0,1.0,2.0,4.0,188549.0,1.0,2.0,2.0,2.0,9988
2019.0,1.0,394.0,3.0,1.0,1.0,31486.0,1.0,2.0,3.0,3.0,42888
2016.0,6.0,54.0,1.0,3.0,1.0,83963.0,1.0,2.0,3.0,5.0,26988
2015.0,6.0,382.0,2.0,3.0,1.0,53461.0,1.0,2.0,3.0,6.0,33888
2019.0,18.0,162.0,0.0,0.0,1.0,7189.0,1.0,2.0,0.0,1.0,21979
2020.0,5.0,93.0,0.0,0.0,1.0,24484.0,1.0,2.0,2.0,4.0,20436
2018.0,20.0,293.0,0.0,0.0,1.0,17591.0,1.0,2.0,2.0,4.0,18664
2019.0,5.0,673.0,3.0,3.0,1.0,18482.0,1.0,2.0,2.0,5.0,30888
2019.0,8.0,437.0,2.0,3.0,1.0,26499.0,1.0,2.0,2.0,5.0,32888
2013.0,5.0,342.0,0.0,0.0,1.0,76121.0,1.0,2.0,3.0,0.0,24477
2016.0,5.0,6.0,1.0,3.0,1.0,24849.0,1.0,1.0,0.0,4.0,27590
2008.0,16.0,674.0,2.0,2.0,1.0,103000.0,5.0,2.0,0.0,2.0,5600
2016.0,5.0,675.0,0.0,2.0,4.0,80105.0,1.0,2.0,2.0,6.0,17990
2007.0,5.0,676.0,0.0,2.0,0.0,237560.0,1.0,2.0,1.0,3.0,3500
2008.0,4.0,82.0,3.0,1.0,1.0,100944.0,1.0,2.0,3.0,2.0,19000
2007.0,1.0,495.0,0.0,2.0,1.0,153814.0,1.0,2.0,2.0,3.0,3550
2001.0,4.0,677.0,3.0,3.0,1.0,209.0,1.0,2.0,2.0,0.0,2250
2004.0,21.0,105.0,0.0,1.0,1.0,176330.0,1.0,2.0,1.0,5.0,3999
2002.0,1.0,208.0,0.0,3.0,1.0,89621.0,1.0,2.0,2.0,3.0,2950
2008.0,4.0,415.0,0.0,0.0,1.0,47887.0,1.0,2.0,0.0,8.0,12500
2006.0,5.0,47.0,0.0,2.0,1.0,218952.0,1.0,2.0,2.0,3.0,3900
2018.0,1.0,338.0,0.0,0.0,1.0,105826.0,1.0,2.0,3.0,6.0,31995
2007.0,4.0,415.0,0.0,0.0,1.0,35560.0,1.0,2.0,0.0,8.0,12995
2016.0,5.0,401.0,2.0,3.0,1.0,86770.0,1.0,2.0,1.0,6.0,29950
2017.0,1.0,367.0,2.0,0.0,1.0,104857.0,1.0,2.0,3.0,5.0,33995
2014.0,6.0,54.0,2.0,3.0,1.0,132865.0,1.0,2.0,3.0,5.0,22950
2015.0,6.0,37.0,2.0,3.0,1.0,68075.0,1.0,2.0,3.0,5.0,33950
2004.0,6.0,52.0,2.0,3.0,1.0,212348.0,1.0,3.0,3.0,0.0,12500
2012.0,6.0,397.0,2.0,3.0,1.0,107530.0,1.0,2.0,3.0,0.0,18950
2012.0,13.0,276.0,1.0,3.0,1.0,74284.0,1.0,2.0,1.0,3.0,15950
2015.0,4.0,31.0,1.0,2.0,1.0,98904.0,1.0,2.0,2.0,5.0,14500
2016.0,4.0,396.0,1.0,1.0,2.0,94351.0,1.0,2.0,3.0,5.0,38950
2011.0,1.0,395.0,2.0,1.0,1.0,137656.0,1.0,2.0,3.0,4.0,16950
2016.0,1.0,394.0,2.0,3.0,1.0,63773.0,1.0,2.0,3.0,5.0,32950
2006.0,29.0,220.0,0.0,6.0,1.0,137587.0,1.0,2.0,2.0,0.0,3499
2010.0,16.0,679.0,2.0,2.0,1.0,65400.0,1.0,2.0,2.0,2.0,9200
2006.0,4.0,262.0,0.0,3.0,1.0,185443.0,1.0,2.0,2.0,1.0,3400
2006.0,26.0,680.0,0.0,3.0,1.0,101938.0,1.0,1.0,1.0,0.0,8500
2018.0,1.0,92.0,0.0,1.0,1.0,23149.0,1.0,1.0,3.0,2.0,38897
2012.0,19.0,151.0,2.0,0.0,2.0,67000.0,1.0,2.0,0.0,1.0,9900
2012.0,19.0,681.0,2.0,0.0,2.0,90000.0,1.0,2.0,0.0,0.0,9100
2000.0,1.0,248.0,0.0,3.0,1.0,191662.0,1.0,2.0,2.0,1.0,3400
1937.0,4.0,0.0,2.0,1.0,1.0,13000.0,1.0,2.0,1.0,1.0,49975
2013.0,3.0,150.0,0.0,2.0,1.0,104502.0,1.0,2.0,1.0,3.0,12895
2012.0,1.0,1.0,1.0,1.0,1.0,49245.0,1.0,2.0,1.0,5.0,33990
2017.0,6.0,9.0,1.0,3.0,1.0,26451.0,1.0,1.0,3.0,1.0,30990
2019.0,4.0,18.0,1.0,3.0,1.0,7692.0,1.0,1.0,0.0,4.0,34990
2016.0,19.0,481.0,1.0,0.0,1.0,42089.0,1.0,2.0,2.0,5.0,15990
2012.0,11.0,682.0,1.0,1.0,1.0,61594.0,1.0,2.0,1.0,4.0,21990
2012.0,4.0,22.0,1.0,1.0,1.0,37234.0,1.0,1.0,1.0,2.0,20990
2006.0,8.0,45.0,2.0,3.0,1.0,150000.0,1.0,2.0,2.0,3.0,4995
